name,code,close,rate,premium,tag,mtexp,fundfirm,listdate,index,avgamount,m1,y0,y1,y3,y5,scale
兴业中证500ETF,510570,0.975,9959,10072,宽基，中小盘,0.60%,兴业基金,2020-08-12,中证500指数,3.83,10473,11042,10703,10000,10000,0.093
港股通科技ETF,513860,0.521,10117,9981,跨境，香港，科技,0.60%,海富通基金,2021-07-02,HKC科技港币全收益指数,4855.81,10787,10077,10611,10000,10000,4.55
医疗ETF基金,159891,0.633,9969,10000,行业，医药，医疗保健,0.60%,建信基金,2021-06-15,医疗保健指数,267.13,10144,10309,10177,10000,10000,1.4
活跃国债ETF,511020,107.757,10000,10000,债券，国债，利率债,0.30%,平安基金,2019-02-22,中证平安5-10年国债指数,62469.86,10061,10082,10202,10531,10000,9.9
港股通科技50ETF,513150,0.825,10110,9964,跨境，香港，科技,0.60%,华泰柏瑞基金,2022-02-11,HKC科技港币指数,602.73,10813,10061,10470,10000,10000,1.54
恒生科技ETF华安,513580,0.539,10056,9963,跨境，香港，科技,0.60%,华安基金,2021-05-27,恒生科技指数,11250.65,10527,9782,10385,10000,10000,9.11
沪港深500ETF指数,517010,0.864,10047,9977,宽基，大盘股,0.20%,易方达基金,2021-08-12,沪港深500人民币指数,197.96,10213,10360,10286,10000,10000,0.476
港股科技30ETF,513160,0.812,10087,9975,跨境，香港，科技,0.60%,银华基金,2022-02-09,恒生港股通中国科技指数,2807.32,10642,10305,11048,10000,10000,0.86
创新药产业ETF,516060,0.671,9985,10015,行业，医药,0.52%,工银瑞信基金,2021-03-01,CS创新药指数,1356.11,10387,10501,9739,10000,10000,1.01
恒生新经济ETF,513320,0.99,10102,9980,跨境，香港,0.60%,易方达基金,2022-03-21,恒生港股通新经济指数,2483.71,10577,9773,10280,10000,10000,0.384
必选消费ETF,512600,0.843,9883,10000,行业，消费，必选消费,0.60%,嘉实基金,2014-07-25,中证消费指数,2059.98,9547,9656,10181,13739,18775,6.36
港股通100ETF,513900,0.848,10036,9988,跨境，香港,0.70%,华安基金,2018-05-25,中华港股通精选100人民币指数,1136.1,10192,9849,10217,9319,10000,1.81
医疗服务ETF,516610,0.693,9986,10000,行业，医药，医疗保健,0.60%,大成基金,2021-05-13,医疗保健指数,827.06,10146,10297,10206,10000,10000,0.778
港股通ETF,513990,0.846,10095,9965,跨境，香港,0.25%,招商基金,2020-08-18,港股通指数,604.52,10267,10156,10535,10000,10000,0.709
恒生科技HKETF,513890,0.783,10038,10000,跨境，香港，科技,0.65%,上投摩根基金,2022-01-21,恒生科技指数,2794.82,10524,9824,10398,10000,10000,2.28
沪港深500ETF,517000,0.768,10039,9974,宽基，大盘股,0.60%,银华基金,2021-03-05,沪港深500人民币指数,626.86,10186,10378,10254,10000,10000,5.17
沪港深300ETF,517300,0.73,10083,9946,宽基，大盘股,0.60%,国寿安保基金,2021-02-24,沪港深300指数,576.93,10181,10369,10111,10000,10000,20.94
基建ETF,159619,1.06,10202,9991,主题，基建,0.60%,国泰基金,2022-02-18,中证基建指数,3929.75,10600,12427,11484,10000,10000,3.16
50ETF基金,510800,1.16,10026,9991,宽基，大盘股,0.60%,建信基金,2018-01-15,上证50指数,995.41,10043,10131,9579,11197,12705,6.11
平安MSCI低波ETF,512390,1.259,9960,10000,MSCI，策略，低波动,0.60%,平安基金,2018-07-13,MSCI中国A股低波指数,1.29,9992,10278,10679,13614,10000,2.35
双创50ETF,588400,0.638,10175,9969,宽基，中小盘,0.60%,嘉实基金,2021-07-05,科创创业50指数,6796.91,10391,10408,10175,10000,10000,17.86
银行ETF华安,516210,0.915,10033,9989,行业，金融，银行,0.60%,华安基金,2021-09-24,中证银行指数,722.44,10167,9903,9068,10000,10000,0.507
医疗设备ETF,159873,0.795,10013,10025,行业，医药，医疗保健,0.60%,天弘基金,2021-03-29,医疗保健指数,886.63,10179,10406,10392,10000,10000,2.08
石化ETF,159731,0.779,10091,10000,行业，化工，石油化工,0.60%,华夏基金,2021-12-10,石化产业指数,289.27,9848,10291,9329,10000,10000,0.29
银行龙头ETF,515280,1.103,10046,9982,行业，金融，银行,0.60%,富国基金,2020-04-17,中证银行指数,2267.74,10157,9928,9078,10000,10000,0.61
证券ETF易方达,512570,0.934,10043,10011,行业，金融，证券,0.60%,易方达基金,2017-08-11,证券公司指数,1726.57,10447,10823,9873,10518,11079,1.95
养老ETF,516560,0.88,9910,10011,主题，养老,0.60%,华宝基金,2021-09-16,养老产业指数,248.2,10092,10317,10564,10000,10000,0.79
国开0-3ETF,159651,100.716,10000,10000,债券，利率债，国开债,0.20%,平安基金,2022-11-16,中债-0-3年国开行债券全价(总值)指数,26609.45,10034,10041,10000,10000,10000,15.71
中概科技ETF,517350,0.657,10077,9939,主题，新兴产业，科技,0.60%,广发基金,2021-06-03,SHS科技龙头指数,134.19,10631,10735,10806,10000,10000,1.23
有色龙头ETF,159876,1.241,10282,9992,行业，资源，有色金属,0.60%,华宝基金,2021-03-24,中证有色指数,400.42,10499,11272,10089,10000,10000,0.399
中证1000ETF基金,560110,0.999,10060,9980,宽基，中小盘,0.20%,汇添富基金,2022-08-08,中证1000指数,7424.64,10267,11150,10000,10000,10000,5.61
稀土ETF易方达,159715,0.736,10096,10014,主题，稀土,0.20%,易方达基金,2021-09-10,稀土产业指数,1558.37,10138,10651,10560,10000,10000,2.52
中融中证500ETF,515550,1.366,10074,9964,宽基，中小盘,0.40%,中融基金,2019-12-25,中证500指数,5.08,10286,10739,10680,13198,10000,0.342
湾区100ETF,159984,1.034,10049,10010,主题，区域，大湾区,0.40%,南方基金,2020-01-17,湾创100指数,11.21,10248,10227,10278,11325,10000,0.561
中证500ETF,159922,6.572,10031,9985,宽基，中小盘,0.20%,嘉实基金,2013-03-15,中证500指数,50655.56,10306,10966,10870,13418,11883,82.55
中证500增强ETF,560100,0.97,9990,10000,宽基，中小盘,0.55%,南方基金,2022-02-16,中证500指数,1427.38,10104,10754,10613,10000,10000,1.24
创业大盘ETF,159814,0.452,10067,9978,宽基，中小盘,0.60%,西部利得基金,2020-07-17,创业大盘指数,1903.05,10067,9934,9516,10000,10000,2.81
深成ETF,159903,1.38,10066,9986,宽基，综合,0.60%,南方基金,2010-02-02,深证成指,236.04,10260,10706,10268,12289,11979,2.45
500ETF基金,512500,3.424,10038,9980,宽基，中小盘,0.60%,华夏基金,2015-05-29,中证500指数,15038.95,10292,10960,10853,13144,11548,41.77
粤港澳大湾区ETF,159983,1.111,10063,9991,主题，区域，大湾区,0.40%,华夏基金,2020-04-23,湾创100指数,226.47,10211,10268,10155,10000,10000,0.713
医药卫生ETF,510660,2.765,9982,9986,行业，医药,0.60%,华夏基金,2013-05-08,上证医药指数,533.73,10434,10598,10594,12427,13922,1.04
互联网ETF,517200,0.655,10031,10000,主题，互联网,0.60%,嘉实基金,2021-02-08,SHS互联网人民币指数,764.36,11158,11781,12572,10000,10000,1.56
新能源主题ETF,516580,0.729,10111,10000,主题，新兴产业，新能源,0.60%,博时基金,2021-07-26,中证新能指数,802.86,9694,9505,9205,10000,10000,1.08
机械ETF,159886,0.983,10082,9990,行业，机械,0.60%,富国基金,2021-04-28,细分机械指数,1774.22,9781,9860,9609,10000,10000,0.567
深300ETF,159912,1.573,10058,9994,宽基，大盘股,0.60%,汇添富基金,2011-11-24,深证300指数,23.36,10221,10515,9968,11652,11515,0.87
浙商之江凤凰ETF,512190,1.779,10177,10006,主题，区域，浙江,0.60%,浙商证券资管,2019-09-09,凤凰50指数,4.8,9911,10552,10416,17155,10000,0.503
银行ETF天弘,515290,0.951,10032,9989,行业，金融，银行,0.60%,天弘基金,2020-12-28,中证银行指数,6263.14,10171,9937,9092,10000,10000,63.51
云计算沪港深ETF,517390,1.037,10078,9971,跨境，香港，云计算,0.60%,天弘基金,2021-12-23,SHS云计算人民币指数,587.41,11223,13398,14383,10000,10000,0.537
电力ETF,561560,1.081,10112,9982,行业，电力,0.60%,华泰柏瑞基金,2022-05-16,电力指数,1831.97,10198,10465,10000,10000,10000,1.2
中证500ETF鹏华,159982,1.529,10026,9967,宽基，中小盘,0.20%,鹏华基金,2020-02-20,中证500指数,1327.24,10276,10961,10976,15682,10000,3.52
永赢沪深300ETF,515930,5.17,10039,9952,宽基，大盘股,0.20%,永赢基金,2020-05-08,沪深300指数,41.96,10197,10497,10137,10000,10000,0.422
畜牧养殖ETF,516670,0.843,9918,10000,行业，畜牧养殖,0.30%,招商基金,2021-03-26,中证畜牧指数,3266.54,9976,10084,9525,10000,10000,6.0
中证100ETF基金,159630,1.121,10081,9991,宽基，大盘股,0.20%,汇添富基金,2022-11-01,中证100指数,523.07,10209,10595,10000,10000,10000,0.519
科技龙头ETF,159723,0.758,10053,9961,主题，新兴产业，科技,0.20%,汇添富基金,2021-10-15,SHS科技龙头指数,257.58,10706,10691,10813,10000,10000,0.527
东京证券指数ETF,513800,1.124,9973,10018,跨境，日本,0.25%,南方基金,2019-06-25,东证指数,116.03,10284,10664,11162,12086,10000,0.621
日经225ETF易方达,513000,1.129,10162,9991,跨境，日本,0.25%,易方达基金,2019-06-25,日经225指数,368.93,10339,10866,10940,12298,10000,0.601
智能车ETF,159888,1.017,10150,10000,主题，智能汽车,0.60%,华夏基金,2021-05-21,CS智汽车指数,3285.01,11018,11757,11965,10000,10000,1.11
央视50ETF,159965,1.348,9978,9934,主题，ESG,0.60%,中融基金,2019-04-24,央视50指数,63.98,10282,10573,10204,12765,10000,1.03
国开债ETF,159649,100.796,10000,10000,债券，利率债，国开债,0.20%,华安基金,2022-10-24,中债-1-5年国开行债券全价(总值)指数,314981.39,10042,10056,10000,10000,10000,46.39
光伏ETF华安,159618,1.053,10038,10010,主题，光伏，新兴产业,0.60%,华安基金,2022-04-22,光伏产业指数,1362.67,9452,9529,10000,10000,10000,1.98
大数据50ETF,516000,1.127,10018,9991,主题，新兴产业,0.60%,华夏基金,2021-03-01,中证数据指数,789.73,11093,14338,14598,10000,10000,0.597
消费电子ETF,561600,0.805,10190,10000,主题，消费电子,0.60%,平安基金,2021-09-09,消费电子指数,541.8,11259,11838,11088,10000,10000,0.515
疫苗ETF,159643,0.938,9979,9989,行业，医药，生物科技,0.60%,国泰基金,2022-08-22,疫苗生科指数,2457.7,10000,9936,10000,10000,10000,1.06
机床ETF,159663,1.029,10029,9990,行业，机床,0.60%,华夏基金,2022-10-26,中证机床指数,1703.51,10394,11136,10000,10000,10000,1.01
300增强ETF,561300,0.774,10026,10000,宽基，大盘股,1.10%,国泰基金,2021-12-10,沪深300指数,5649.46,10238,10389,9416,10000,10000,11.4
标普500ETF,159612,1.057,10028,9925,跨境，美国,0.75%,国泰基金,2022-05-20,标准普尔500指数,560.58,10414,10634,10000,10000,10000,0.859
国防军工ETF,512810,1.245,10024,9984,行业，军工,0.60%,华宝基金,2016-08-22,中证军工指数,4620.03,9651,10298,10998,16339,15370,4.63
沪港深500ETF基金,517080,0.77,10065,9961,宽基，大盘股,0.20%,汇添富基金,2021-02-22,沪港深500人民币指数,397.91,10185,10349,10253,10000,10000,5.13
新能源车电池ETF,159775,0.725,10197,9972,主题，新兴产业，新能源车,0.60%,建信基金,2022-01-24,新能电池指数,482.93,10112,9641,8940,10000,10000,0.516
有色ETF基金,159880,1.171,10290,9991,行业，资源，有色金属,0.60%,鹏华基金,2021-03-25,国证有色指数,989.16,10550,11413,9646,10000,10000,0.74
10年地方债ETF,511270,107.844,9993,10000,债券，地方政府债，利率债,0.35%,海富通基金,2018-11-22,上证10年地债指数,58916.06,10022,10136,10349,10775,10000,6.45
科创板新材料ETF,588160,0.932,10264,9979,主题，新材料，科创板,0.60%,南方基金,2022-10-26,科创材料指数,1005.97,10119,10231,10000,10000,10000,0.898
国泰中证500ETF,561350,0.945,10021,9979,宽基，中小盘,0.60%,国泰基金,2021-09-01,中证500指数,7594.8,10272,11001,10887,10000,10000,1.75
泰康公卫健康ETF,159760,0.784,9987,9987,行业，医药，公共卫生,0.60%,泰康资产,2021-12-20,公卫健康指数,1155.84,10329,10357,9975,10000,10000,1.41
物流快递ETF,516530,0.919,10011,9989,行业，物流,0.60%,银华基金,2022-01-17,CS物流指数,455.17,9735,10280,9504,10000,10000,0.847
可选消费ETF,159936,1.689,10042,10006,行业，消费,0.60%,广发基金,2014-06-25,全指可选,167.53,9970,10144,10697,12982,10968,2.0
基本面50ETF,512750,1.165,10060,10000,策略，价值,0.60%,嘉实基金,2019-07-05,基本面50指数,822.54,10374,10970,10562,12460,10000,1.26
沪深300ESGETF,561900,0.83,10036,10000,主题，ESG,0.60%,招商基金,2021-07-15,300ESG指数,847.78,10247,10627,10048,10000,10000,0.604
金融ETF,159931,1.463,10021,9973,行业，金融，房地产,0.60%,汇添富基金,2013-09-16,中证金融指数,105.47,10195,10111,9283,9562,9048,0.655
一带一路ETF,515150,1.3,10117,10008,主题，国企，一带一路,0.20%,富国基金,2020-01-15,国企带路指数,746.28,10484,11649,10915,14381,10000,6.96
双创50ETF基金,159782,0.628,10178,9968,宽基，中小盘,0.60%,银华基金,2021-07-07,科创创业50指数,1487.4,10346,10397,10096,10000,10000,8.11
基建50ETF,159635,1.138,10197,9982,主题，基建,0.60%,华夏基金,2022-07-12,中证基建指数,4571.15,10596,12478,10000,10000,10000,2.95
中证银行ETF,512730,1.101,10018,9982,行业，金融，银行,0.40%,鹏华基金,2020-02-07,中证银行指数,648.2,10185,9964,9221,12802,10000,1.8
机器人ETF,159770,0.846,10012,9988,主题，新兴产业，机器人,0.60%,天弘基金,2021-11-08,机器人指数,1198.54,10393,12000,11915,10000,10000,1.03
价值ETF,510030,0.812,10062,9988,策略，价值,0.60%,华宝基金,2010-05-28,180价值指数,78.35,10188,10628,9963,12996,13223,1.1
小盘价值ETF,159990,1.294,9992,9977,策略，价值,0.60%,银华基金,2020-01-20,小盘价值指数,205.06,10213,10883,10031,14035,10000,0.783
中证1000指数ETF,516300,1.124,10054,10000,宽基，中小盘,0.60%,华泰柏瑞基金,2021-03-24,中证1000指数,2175.49,10293,11229,11218,10000,10000,1.57
农业50ETF,159827,0.884,9955,10011,行业，农业,0.60%,银华基金,2020-12-18,中证农业指数,242.56,9811,9833,8929,10000,10000,1.19
电子50ETF,515320,0.815,10252,9988,行业，电子,0.60%,华安基金,2021-01-08,电子50指数,3465.73,11610,12462,11288,10000,10000,1.97
1000增强ETF,159677,1.08,10065,9991,宽基，中小盘,0.60%,银华基金,2022-12-05,中证1000指数,2470.34,10227,11215,10000,10000,10000,12.51
全球互联ETF,513220,0.91,10033,9934,跨境，中概股,0.65%,招商基金,2022-07-15,全球中国互联网人民币指数,2355.08,10168,9671,10000,10000,10000,1.1
创大盘ETF,159991,0.496,10081,9980,宽基，中小盘,0.30%,招商基金,2020-04-24,创业大盘指数,628.64,10020,9940,9706,10000,10000,0.848
电力ETF基金,561700,0.956,10138,9979,行业，电力,0.60%,博时基金,2022-07-15,电力指数,1825.3,10192,10403,10000,10000,10000,1.29
银行业ETF,512820,1.085,10046,9991,行业，金融，银行,0.60%,汇添富基金,2018-11-23,中证银行指数,3359.01,10188,9945,9072,10949,10000,5.15
交运ETF,561320,0.998,10000,9990,主题，运输,0.60%,国泰基金,2022-12-08,内地运输指数,1684.82,10000,10246,10000,10000,10000,8.8
金融地产ETF,510650,1.98,10020,9985,行业，金融,0.60%,华夏基金,2013-05-08,上证金融指数,1003.41,10206,10092,9630,11334,11263,0.547
沪港深300ETF基金,517030,0.88,10046,9989,宽基，大盘股,0.20%,易方达基金,2021-09-27,沪港深300指数,62.75,10173,10365,9955,10000,10000,0.383
创业板ETF工银,159958,1.41,10100,9986,宽基，中小盘,0.60%,工银瑞信基金,2018-01-19,创业板指,838.02,10277,10330,9826,12612,13532,1.79
国投金融地产ETF,159933,2.214,10068,10023,行业，金融，房地产,0.73%,国投瑞银基金,2013-10-16,300金融指数,7.27,10241,10274,8956,11489,12033,1.55
证券ETF华安,516200,0.909,10033,10000,行业，金融，证券,0.60%,华安基金,2021-03-22,证券公司指数,1088.23,10424,10770,9816,10000,10000,0.511
MSCI中国ETF,512380,1.346,10022,9985,MSCI,0.60%,银华基金,2019-04-30,MSCI中国A股本地指数,1278.21,10105,10418,10166,13637,10000,1.79
消电ETF,561310,0.758,10188,10000,主题，消费电子,0.60%,国泰基金,2021-11-25,消费电子指数,1211.17,11644,12089,11364,10000,10000,1.08
保险证券ETF,515630,1.055,10009,9991,行业，金融，证券保险,0.60%,鹏华基金,2020-04-03,800证保指数,726.76,10293,10592,10134,11188,10000,1.09
光伏龙头ETF,159609,0.763,10026,9987,主题，光伏，新兴产业,0.60%,浦银安盛基金,2022-07-08,光伏产业指数,2232.74,9431,9561,10000,10000,10000,2.79
电子ETF,515260,0.843,10206,9976,行业，电子,0.60%,华宝基金,2020-07-31,电子50指数,2054.44,11612,12489,11377,10000,10000,4.81
智能驾驶ETF,516520,0.975,10146,9990,主题，智能汽车,0.60%,华泰柏瑞基金,2021-03-01,CS智汽车指数,995.39,10980,11747,12142,10000,10000,1.46
建材ETF,516750,0.892,10034,9989,行业，建筑材料,0.60%,富国基金,2021-11-05,建筑材料指数,2967.47,9802,10324,8711,10000,10000,1.02
化工龙头ETF,516220,0.816,10062,9988,行业，化工,0.60%,国泰基金,2021-03-10,细分化工指数,2481.57,9645,10000,8957,10000,10000,1.83
上海国企ETF,510810,0.827,10000,9976,主题，国企，区域,0.55%,汇添富基金,2016-08-29,上海国企指数,7174.77,10222,10589,10049,10589,8950,65.67
碳中和ETF基金,159885,0.776,10078,10000,主题，低碳,0.60%,鹏华基金,2021-04-14,内地低碳指数,1112.01,9786,9688,9305,10000,10000,5.21
A50ETF基金,512550,1.387,10029,9993,宽基，大盘股,0.60%,嘉实基金,2017-08-07,富时中国A50指数,781.19,10051,10109,9768,11764,13085,2.87
AH500ETF,517100,0.772,10052,9974,宽基，大盘股,0.60%,富国基金,2021-03-02,中证沪港深500交易型开放式指数,382.5,10198,10390,10307,10000,10000,3.67
科创ETF,588050,1.164,10301,10000,宽基，中小盘，科创板,0.60%,工银瑞信基金,2020-11-16,科创50指数,27736.6,11356,11734,11663,10000,10000,54.91
在线消费ETF,159728,0.98,9889,10000,主题，线上消费,0.60%,南方基金,2022-01-11,在线消费指数,1024.24,12265,14540,12810,10000,10000,0.32
线上消费ETF,159725,0.946,9885,10021,主题，线上消费,0.52%,工银瑞信基金,2021-07-02,线上消费指数,418.49,12382,14333,13175,10000,10000,0.604
食品ETF,159862,0.866,9863,10012,行业，食品饮料,0.60%,银华基金,2021-11-08,细分食品指数,361.38,9362,9709,10535,10000,10000,0.708
中证1000指数ETF,159633,2.098,10058,9990,宽基，中小盘,0.60%,易方达基金,2022-08-04,中证1000指数,95556.24,10264,11142,10000,10000,10000,58.64
中证1000ETF指数,560010,2.792,10058,9989,宽基，中小盘,0.60%,广发基金,2022-08-04,中证1000指数,91821.56,10261,11132,10000,10000,10000,67.21
5年地方债ETF,511060,101.827,9996,10000,债券，地方政府债，利率债,0.20%,海富通基金,2019-12-12,上证5年期地债指数,78158.19,10032,10106,10258,10618,10000,5.81
国开ETF,159650,100.798,9999,10000,债券，利率债，国开债,0.20%,博时基金,2022-10-28,中债-0-3年国开行债券全价(总值)指数,64267.19,10029,10048,10000,10000,10000,104.14
沪深300ETF,159919,4.154,10039,9988,宽基，大盘股,0.60%,嘉实基金,2012-05-28,沪深300指数,54429.0,10196,10506,10027,11438,11478,209.97
创业板ETF增强,159676,1.004,10030,9941,宽基，中小盘,0.80%,富国基金,2023-04-12,创业板指,38306.08,10000,10000,10000,10000,10000,13.9
上证可转债ETF,511180,10.619,10036,9994,债券，可转债,0.30%,海富通基金,2020-08-26,上证投资级转债及可交换债指数,31956.45,10150,10324,10041,10000,10000,1.47
创业50ETF,159682,0.995,10091,9980,宽基，中小盘,0.60%,景顺长城基金,2023-01-03,创业板50指数,27108.96,10091,10000,10000,10000,10000,71.19
医药ETF,159929,1.71,9982,10012,行业，医药,0.60%,汇添富基金,2013-09-16,中证医药指数,14918.19,10301,10408,10000,9716,10221,12.98
创50ETF,588380,0.642,10174,9969,宽基，中小盘,0.60%,富国基金,2021-07-06,科创创业50指数,9653.97,10422,10422,10207,10000,10000,17.72
创50ETF,159681,1.0,10091,9980,宽基，中小盘,0.60%,鹏华基金,2023-01-03,创业板50指数,9047.94,10111,10000,10000,10000,10000,41.13
泰康沪深300ETF,515380,4.348,10042,9998,宽基，大盘股,0.45%,泰康资产,2020-03-23,沪深300指数,8911.58,10204,10556,10086,11604,10000,36.32
绿色电力ETF,562960,1.016,10120,9971,,0.60%,易方达基金,2023-04-12,绿色电力指数,8715.08,10000,10000,10000,10000,10000,2.37
双创ETF,159780,0.633,10210,9984,宽基，中小盘,0.60%,南方基金,2021-07-05,科创创业50指数,8118.44,10428,10446,10144,10000,10000,30.99
央企ETF,159959,1.456,10104,10007,主题，央企,0.20%,银华基金,2019-01-18,结构调整指数,7439.71,10475,11780,11685,15278,10000,23.33
中证500ETF基金,510510,1.942,10036,9979,宽基，中小盘,0.60%,广发基金,2013-05-24,中证500指数,7189.72,10286,10953,10777,13095,11601,28.52
中小100ETF,159902,3.908,10072,9982,宽基，中小盘,0.60%,华夏基金,2006-09-05,中小板指,6253.27,10380,10588,10093,12069,11102,6.99
创业板ETF南方,159948,2.596,10097,10000,宽基，中小盘,0.20%,南方基金,2016-05-31,创业板指,6091.39,10306,10359,9852,12928,13728,22.08
新能源车ETF,159806,0.702,10233,10000,主题，新兴产业，新能源车,0.60%,国泰基金,2020-03-20,CS新能车指数,5821.26,10057,9764,9261,22696,10000,15.58
科创50ETF龙头,588060,0.721,10241,9986,宽基，中小盘，科创板,0.60%,广发基金,2021-07-29,科创50指数,5757.37,11336,11724,11444,10000,10000,7.51
5年地债ETF,159972,113.0,10000,9959,债券，地方政府债，利率债,0.20%,鹏华基金,2019-11-08,5年地债指数,5602.94,10026,10103,10340,10755,10000,36.92
新能源车龙头ETF,159637,0.797,10218,9987,主题，新兴产业，新能源车,0.55%,东财基金,2022-09-01,CS新能车指数,5440.62,10050,9755,10000,10000,10000,13.49
银行ETF基金,512700,1.134,10027,9982,行业，金融，银行,0.60%,南方基金,2017-07-26,中证银行指数,5246.25,10170,9939,9101,11619,12311,22.33
银行ETF,159887,0.876,10023,10000,行业，金融，银行,0.60%,富国基金,2021-05-20,800银行指数,5210.08,10198,9966,9125,10000,10000,3.45
创业板ETF华夏,159957,1.54,10105,9994,宽基，中小盘,0.60%,华夏基金,2018-01-04,创业板指,5005.72,10308,10343,9884,13485,14779,3.33
双碳ETF,561190,0.846,10132,9976,主题，环保，新兴产业,0.60%,富国基金,2022-07-19,SEEE碳中和指数,4564.41,10059,10470,10000,10000,10000,14.31
证券指数ETF,560090,1.022,10020,9980,行业，金融，证券,0.60%,汇添富基金,2023-03-15,证券公司指数,4463.03,10000,10000,10000,10000,10000,8.65
稀有金属ETF基金,159671,0.946,10305,9979,主题，稀有金属,0.52%,工银瑞信基金,2023-03-10,CS稀金属指数,4470.21,9989,10000,10000,10000,10000,18.11
科创创业ETF,588360,0.666,10183,9970,宽基，中小盘，科创板,0.60%,国泰基金,2021-07-06,科创创业50指数,4174.36,10406,10488,10262,10000,10000,5.29
碳中和100ETF,562990,0.848,10131,9988,主题，环保，新兴产业,0.60%,易方达基金,2022-07-19,SEEE碳中和指数,4096.53,10059,10482,10000,10000,10000,23.05
中证500ETF增强,563030,1.01,10040,9970,宽基，中小盘,0.60%,易方达基金,2023-03-13,中证500指数,3989.69,10264,10000,10000,10000,10000,11.46
基本面120ETF,159910,2.158,9991,9991,策略，价值,0.60%,嘉实基金,2011-09-27,深证F120指数,3927.76,10227,10763,9981,11936,12310,3.48
家电ETF,561120,0.957,9979,10010,行业，家电,0.60%,富国基金,2022-02-15,家用电器指数,3533.28,10084,10925,11393,10000,10000,1.37
电池30ETF,159757,0.695,10221,9971,主题，新兴产业，新能源车，电池,0.60%,景顺长城基金,2021-08-09,新能电池指数,3431.43,10146,9707,9193,10000,10000,5.18
医疗器械ETF招商,159898,0.682,9971,10000,行业，医药，医疗器械,0.60%,招商基金,2021-06-04,医疗器械指数,3303.02,10194,10381,10225,10000,10000,1.7
沪深300ETF华安,515390,1.105,10045,9973,宽基，大盘股,0.20%,华安基金,2020-01-10,沪深300指数,3161.59,10213,10534,10082,12103,10000,3.01
双创龙头ETF,588330,0.636,10192,9969,宽基，中小盘,0.60%,华宝基金,2021-07-06,科创创业50指数,3156.61,10426,10443,10176,10000,10000,10.2
500ETF增强,159610,0.855,10035,9988,宽基，中小盘,0.60%,景顺长城基金,2022-01-10,中证500指数,3124.55,10351,10934,10059,10000,10000,6.09
新能源车ETF华安,516660,1.012,10233,9990,主题，新兴产业，新能源车,0.60%,华安基金,2021-02-26,CS新能车指数,3049.24,10050,9693,9183,10000,10000,4.35
创业板ETF天弘,159977,2.457,10090,9976,宽基，中小盘,0.60%,天弘基金,2019-09-27,创业板R指数,2913.58,10285,10324,9836,12817,10000,51.58
疫苗ETF,562860,0.965,10021,9969,行业，医药，生物科技,0.60%,嘉实基金,2023-02-24,疫苗生物指数,2898.41,10000,10000,10000,10000,10000,18.23
疫苗龙头ETF,561920,1.016,10020,9961,行业，医药，生物科技,0.60%,招商基金,2023-03-29,疫苗生物指数,2908.27,10000,10000,10000,10000,10000,3.09
中证1000增强ETF,159679,0.983,10072,9959,宽基，中小盘,1.10%,国泰基金,2023-02-22,中证1000指数,2832.8,10082,10000,10000,10000,10000,14.58
深F60ETF,159916,4.775,10019,10008,策略，价值,0.60%,建信基金,2011-10-24,深证F60指数,2849.89,10183,10592,9719,11943,12919,3.58
工业有色ETF,560860,0.994,10279,9940,,0.60%,万家基金,2023-03-13,工业有色指数,2641.26,10205,10000,10000,10000,10000,13.14
证券龙头ETF,515850,1.144,10009,10000,行业，金融，证券,0.60%,富国基金,2020-02-21,证券公司指数,2516.15,10457,10875,9896,11673,10000,1.85
医药ETF基金,159838,0.735,9986,9973,行业，医药,0.60%,博时基金,2021-07-30,医药50指数,2458.5,10265,10500,9839,10000,10000,1.45
300ESGETF,516830,0.815,10049,9988,主题，ESG,0.60%,富国基金,2021-07-05,300ESG指数,2353.75,10226,10584,10062,10000,10000,2.61
饮食ETF,159736,0.907,9869,10000,行业，食品饮料,0.60%,天弘基金,2021-09-27,CS食品饮指数,2420.74,9370,9608,10354,10000,10000,69.24
电池ETF基金,562880,0.71,10201,10014,主题，新兴产业，新能源车，电池,0.60%,嘉实基金,2021-07-20,CS电池指数,2272.53,9889,9441,9305,10000,10000,1.98
科技龙头ETF,516050,0.725,10168,10014,主题，新兴产业，科技,0.52%,工银瑞信基金,2021-02-05,科技龙头指数,2234.12,11310,12124,11154,10000,10000,5.07
0-4地债ETF,159816,105.45,10000,9951,债券，利率债，地方政府债,0.20%,鹏华基金,2020-09-04,0-4年地债指数,2249.01,10013,10033,10194,10000,10000,16.03
湖北ETF,159743,0.906,10067,10000,主题，区域,0.60%,博时基金,2022-01-11,湖北指数,2177.02,10535,11512,11297,10000,10000,3.43
光伏ETF龙头,560980,0.9,10022,9989,主题，光伏，新兴产业,0.60%,广发基金,2022-11-29,光伏龙头30指数,2087.21,9444,9657,10000,10000,10000,3.68
绿电50ETF,561170,1.007,10141,9980,,0.60%,富国基金,2023-03-16,绿色电力指数,1962.69,10000,10000,10000,10000,10000,17.15
中证100ETF招商,159631,0.979,10041,9990,宽基，大盘股,0.60%,招商基金,2022-08-26,中证100指数,1928.06,10241,10630,10000,10000,10000,4.15
摩根MSCIAETF,515770,1.188,10008,9992,MSCI,0.20%,上投摩根基金,2020-06-19,MSCI中国A股人民币指数,1851.83,10111,10403,10025,10000,10000,1.14
